feature	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__.Exiguobacteraceae..g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__cereus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter.s__	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila	k__Bacteria.__.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__helveticus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__.s__	k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Lardizabala.s__biternata	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Epulopiscium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__gordonii	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter_Eubacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__rc4.4.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__.g__.s__	k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__longum	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus.s__	k__Bacteria.p__Firmicutes.__.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella.s__	k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum.s__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.g__Streptomyces.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae.g__Brevibacterium.s__casei	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Plesiomonas.s__shigelloides	Unassigned.__.__.__.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae.g__.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae.g__Brachybacterium.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas.s__maltophilia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Jeotgalicoccus.s__	k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__	k__Bacteria.p__Bacteroidetes.__.__.__.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.__.__.__.__	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Streptomycetaceae.__.__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__	k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus.s__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.__.__.__	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardiopsaceae.g__Prauseria.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.__.__.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.__.__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.__.__	k__Bacteria.p__Firmicutes.c__Bacilli.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium.s__	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylobacteriaceae.g__Methylobacterium.s__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.__.__.__.__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__.s__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas.s__	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__
HEB24007	149831	4030	1612	450	756	529	160320	691	340	565	274	9996	285	42308	197	82	55	191	93	425	3324	2576	1239	95	4509	2651	109	118	3366	104	0	62	309	5795	2304	30	27	116	19	658	53	1442	22	24	29	0	11	9	14	0	15	0	0	5	17	5	0	5	0	6	8	0	57	431	0	2	3	22	3	9	5	2	0	0	36	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HEB24008	195250	171921	1848	474	639	742	73116	314	231	824	327	6514	335	15765	171	75	52	219	79	346	1000	3370	860	96	1311	171	84	127	1806	141	0	55	257	2823	2543	26	26	99	18	988	25	2821	13	16	28	0	8	6	20	7	0	0	4	0	10	0	0	3	0	0	0	0	34	167	0	0	3	70	4	0	0	2	0	0	26	0	5	0	0	0	0	0	4	0	0	0	0	0	0
HEB24017	91544	187772	2779	731	993	1014	165804	455	405	11056	440	8345	495	38649	235	96	66	260	107	469	2243	2302	1059	85	2627	1909	218	223	2736	176	0	49	69	4214	3116	46	31	526	27	669	71	2987	0	37	30	20	11	15	14	11	12	10	0	6	20	0	0	4	0	6	0	0	40	434	0	0	5	68	0	4	12	2	4	0	28	2	0	0	0	0	7	2	0	0	0	0	0	0	119
HEB24040	97055	648857	5403	1518	1776	2425	14790	1194	972	16833	1019	35413	985	223127	478	206	145	485	283	568	10294	21537	3571	179	12307	473	475	474	8113	346	72	90	176	31988	5148	87	33	523	56	1060	114	4162	30	57	95	45	33	28	47	30	18	19	7	17	44	18	9	5	0	16	0	0	285	774	0	7	9	190	12	6	16	4	5	0	116	4	12	0	0	2	0	0	0	3	0	2	0	0	100
HEB24042	278333	19312	2178	668	790	761	41817	1349	406	2631	300	20999	426	117099	224	126	73	308	117	824	9661	4005	2687	136	11273	2425	106	176	6203	148	0	82	571	15266	2472	40	25	253	14	726	53	3983	16	24	41	12	15	7	22	13	12	7	3	4	20	0	0	0	0	12	0	4	75	411	7	5	6	22	0	9	0	0	0	0	43	0	0	7	0	0	0	0	0	0	0	0	3	0	0
HEB24058	151142	42584	2507	672	1018	905	132030	507	352	81349	363	9557	428	52267	234	113	60	309	137	761	3888	4939	2712	140	5360	1659	5496	185	3767	171	0	66	265	4595	9243	57	24	426	28	3037	93	3830	20	24	41	20	16	10	24	11	7	7	6	6	25	11	0	3	0	0	3	0	64	479	0	7	7	25	0	0	0	0	0	0	22	0	4	0	0	3	0	0	7	0	0	0	0	2	0
HEB24088	151740	110846	1926	543	756	687	28445	575	353	15309	299	8482	362	57567	178	86	33	213	96	451	2670	9417	1491	68	3118	2811	634	187	4453	133	0	49	60	8053	3859	45	16	1060	15	934	66	3364	26	30	26	0	15	8	15	12	6	15	0	0	14	9	0	0	6	0	0	0	115	271	0	4	0	30	0	0	0	4	0	5	41	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HEB24090	94473	285988	1955	573	712	889	13198	14390	372	2567	431	8847	400	52288	165	65	60	207	115	375	1650	7176	810	69	2245	133	102	162	2574	140	0	30	60	4954	1362	33	18	160	27	558	82	1790	11	22	21	15	13	9	9	11	5	8	8	0	15	3	0	4	0	0	0	0	71	276	0	0	9	141	0	7	5	0	0	0	80	0	0	0	0	0	4	0	0	2	0	0	0	0	42
HEB24097	206420	4764	1655	530	675	587	58689	4535	217	6358	234	4076	310	19338	193	97	48	252	96	231	1112	6123	630	129	1073	1130	247	156	1913	119	0	65	49	3009	3177	26	21	159927	26	280	29	1593	18	28	41	9	8	7	13	12	0	10	5	0	21	5	0	0	0	0	2	0	61	119	0	0	0	16	0	7	5	2	0	0	17	0	2	0	0	0	0	0	2	0	0	2	0	0	0
HEB24098	78387	14768	2285	592	871	791	16885	740	681	120882	304	15532	426	70564	248	78	50	233	107	323	6818	5514	6033	113	6045	440	253	188	4591	134	0	33	278	19755	14134	43	32	157	0	847	61	3563	19	23	15	24	18	11	19	11	11	11	8	7	0	5	0	0	0	11	0	0	95	699	0	8	0	61	0	7	12	3	0	0	55	3	3	0	4	0	0	6	4	2	2	0	0	0	0
HEB24099	396176	18815	2319	631	1006	801	194148	71341	599	7691	295	10251	363	54519	264	126	60	372	118	288	3762	9255	6160	150	4256	896	155	197	3645	187	0	113	1772	10557	8789	43	40	128	32	2034	83	5934	24	37	47	22	12	16	34	21	12	8	0	0	21	8	0	3	0	0	6	0	161	416	0	5	7	31	0	13	11	2	3	0	118	0	4	0	3	0	0	7	0	0	0	0	0	0	0
HEB24100	208024	4762	2216	663	871	713	44691	489	372	41114	278	16292	433	95196	255	84	52	322	126	356	6756	5899	3189	111	3762	2072	5127	206	5664	219	0	91	836	14928	6312	55	22	88	14	963	52	7019	17	42	52	15	16	9	23	10	15	11	10	7	27	9	0	4	0	0	0	5	130	326	0	7	0	20	0	0	9	0	0	7	18	2	9	0	0	3	0	0	5	5	0	0	0	0	0
HEB24139	277293	9393	1915	592	937	677	206027	1156	443	670	259	12127	360	52166	207	88	52	288	107	403	4337	3723	1762	100	6837	1914	111	140	3243	125	0	81	87	7369	2424	42	20	119	22	644	40	2340	19	27	24	16	15	12	11	11	7	4	6	5	23	8	10	3	0	0	0	5	69	513	0	2	3	76	0	11	0	2	0	8	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEB24140	296528	158882	2224	683	1015	959	214394	402	220	778	417	4558	406	13553	207	102	58	296	120	310	1075	3170	657	141	1338	1447	139	154	2699	124	0	80	66	3954	3634	30	34	55	36	268	66	2906	20	32	42	12	14	12	16	14	9	6	0	9	14	6	0	0	0	0	0	0	43	412	0	7	0	35	0	0	3	5	0	5	44	2	0	0	4	3	0	0	0	0	0	0	0	3	0
HEB24141	189051	13450	1946	583	829	671	64150	5276	294	10785	293	7448	377	37128	263	86	44	272	125	303	2922	7230	1151	138	1398	786	254	165	4708	143	0	53	69	9429	29046	42	19	71845	0	469	38	4128	0	31	38	22	11	6	24	13	9	9	6	0	17	6	0	3	0	11	0	5	124	291	0	9	0	18	2	7	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEB24142	161424	27462	2374	609	1030	840	157923	2756	500	88442	323	10268	389	33039	222	107	54	276	116	271	2702	4289	3022	114	2222	529	2701	182	3394	134	0	51	70	5571	9253	40	28	140	11	600	68	3570	23	30	38	16	13	18	28	11	12	11	5	9	20	0	9	0	0	9	0	0	50	534	10	6	5	18	4	13	9	3	0	0	103	0	5	0	3	0	0	6	0	3	0	0	0	0	0
HEB24143	147630	10364	1406	415	628	479	97418	15124	188	1097	187	7034	263	39817	170	74	45	219	68	168	3810	6552	3951	95	2002	174	93	129	2793	139	0	41	87	9428	2960	32	16	83	23	624	26	3121	12	25	20	17	13	10	9	9	3	0	0	0	16	0	0	0	0	0	0	0	89	184	0	0	3	35	0	6	8	4	0	6	30	0	6	3	0	0	0	0	0	0	0	0	0	0	0
HEB24144	158665	78313	1663	447	646	675	50918	314	230	14556	273	8546	288	43596	158	63	34	204	70	238	2012	4617	1119	100	1496	586	3646	171	2478	194	0	38	195	4818	1978	28	19	80	22	643	22	2449	0	24	24	14	5	9	16	7	9	8	2	0	0	10	0	0	0	0	0	0	92	193	5	8	0	0	0	6	5	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	3	0
HEB24175	444965	153917	4548	1309	1939	1727	339924	1808	860	1558	688	25093	831	86459	522	213	121	543	231	1482	12028	8396	4584	269	14753	4730	298	373	7882	265	82	131	373	20054	11748	86	72	319	30	2864	134	4714	41	68	84	34	22	27	62	29	20	22	5	19	51	0	16	0	9	0	2	5	205	1052	12	12	7	114	6	19	15	8	6	8	98	6	7	0	5	5	3	0	5	4	0	0	0	2	0
HEB24176	345455	233039	3813	1072	1390	1536	69440	815	588	1567	675	32270	689	105279	382	198	103	459	188	758	7164	18158	2740	217	7471	395	207	362	9111	350	75	143	139	27574	11649	59	39	149	37	1728	76	4415	19	63	72	39	30	21	37	28	13	15	5	7	41	15	0	6	0	6	10	0	224	926	0	5	4	387	0	12	11	3	0	0	105	0	0	6	5	0	5	8	0	2	0	0	6	0	0
HEB24177	290836	47973	5644	1590	1994	1910	38203	6938	1197	16895	675	27890	1062	382335	587	280	136	658	304	593	17554	16385	5581	267	5670	3047	374	538	15135	492	88	165	245	57218	2948	132	59	63432	47	786	83	8668	30	96	99	57	29	36	48	34	30	16	18	16	57	19	22	0	7	15	12	7	169	349	11	0	6	235	17	13	28	5	0	9	56	5	9	0	8	5	0	11	0	0	0	5	0	0	0
HEB24178	734172	18128	5834	1689	2271	1849	80233	3875	1690	7997	801	49993	1033	235863	675	340	220	785	321	1274	18812	17697	17050	471	20394	11268	838	550	17965	409	127	289	770	31660	28425	129	72	816	76	11792	324	21300	63	109	166	57	37	56	58	40	28	17	12	22	60	16	16	18	4	14	15	12	230	2624	11	13	9	121	12	17	28	6	0	9	134	0	6	0	0	0	3	7	0	4	3	0	14	0	0
HEB24179	643447	467411	6581	1709	2332	2492	27079	32931	968	2035	1040	25980	1161	191103	603	282	174	749	291	614	9206	30751	3382	382	9745	493	386	612	9297	588	157	221	250	25394	7354	108	78	225	61	653	137	7696	39	79	129	56	37	23	63	38	31	19	17	17	53	22	13	9	7	11	0	7	337	885	9	15	17	241	7	8	27	6	0	16	138	3	7	21	0	0	7	0	0	0	0	0	0	0	85
HEB24180	396993	541915	5607	1518	1956	2527	31064	1096	877	10827	1050	27465	1045	120524	481	241	185	617	241	763	4973	14131	2370	297	7773	3911	358	527	6415	477	78	181	161	11196	13845	91	59	361	78	2493	101	4066	242	83	100	34	41	29	55	25	30	23	16	15	39	21	12	11	5	17	35	7	206	1018	5	10	7	32	0	15	24	0	0	8	118	0	9	14	0	0	0	8	0	0	0	0	0	4	314
